Academic_Year,Semester,Section_Number,Department_Program,Course_Prefix,Course_Number,Course_Title,Course,Letter_Grade,Count_of_letter_grade
,,42295,Rhetoric And Writing,RHE, 309K,RHE OF INTERNET INFLUENCERS-WB,"RHE-309K: RHE OF INTERNET INFLUENCERS-WB, Section no. 42295",A,21
,,,,,,,,B,5
,,,,,,,,Other,1
,,42300,Rhetoric And Writing,RHE, 309K,RHETORIC OF SUBURBIA-WB,"RHE-309K: RHETORIC OF SUBURBIA-WB, Section no. 42300",A,19
,,,,,,,,B,1
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,2
,,42310,Rhetoric And Writing,RHE, 309K,RHETORIC OF THE OUTLAW-WB,"RHE-309K: RHETORIC OF THE OUTLAW-WB, Section no. 42310",A,25
,,,,,,,,C,1
,,,,,,,,Other,1
,,42315,Rhetoric And Writing,RHE, 309S,CRIT READ/PRSUASV WRIT-NSDS-WB,"RHE-309S: CRIT READ/PRSUASV WRIT-NSDS-WB, Section no. 42315",A,12
,,,,,,,,Other,3
,,42320,Rhetoric And Writing,RHE, 315,INTRO TO VISUAL RHETORIC-WB,"RHE-315: INTRO TO VISUAL RHETORIC-WB, Section no. 42320",A,16
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,Other,3
,,42321,Rhetoric And Writing,RHE, 315,INTRO TO VISUAL RHETORIC-WB,"RHE-315: INTRO TO VISUAL RHETORIC-WB, Section no. 42321",A,24
,,,,,,,,B,3
,,42325,Rhetoric And Writing,RHE, 321,PRINCIPLES OF RHETORIC-WB,"RHE-321: PRINCIPLES OF RHETORIC-WB, Section no. 42325",A,22
,,,,,,,,C,3
,,,,,,,,Other,1
,,42330,Rhetoric And Writing,RHE, 321,PRINCIPLES OF RHETORIC-WB,"RHE-321: PRINCIPLES OF RHETORIC-WB, Section no. 42330",A,21
,,,,,,,,B,3
,,,,,,,,D,1
,,,,,,,,Other,2
,,42333,Rhetoric And Writing,RHE, 325M,ADVANCED WRITING-WB,"RHE-325M: ADVANCED WRITING-WB, Section no. 42333",A,13
,,,,,,,,B,10
,,,,,,,,Other,2
,,42334,Rhetoric And Writing,RHE, 321,PRINCIPLES OF RHETORIC-WB,"RHE-321: PRINCIPLES OF RHETORIC-WB, Section no. 42334",A,17
,,,,,,,,B,5
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,1
,,42335,Rhetoric And Writing,RHE, 328,1-MAGAZINE WRIT/PUBLISHING-WB,"RHE-328: 1-MAGAZINE WRIT/PUBLISHING-WB, Section no. 42335",A,9
,,,,,,,,B,9
,,,,,,,,C,3
,,,,,,,,Other,5
,,42340,Rhetoric And Writing,RHE, 328,6-TECH COMM/WICKED PROBLEMS-WB,"RHE-328: 6-TECH COMM/WICKED PROBLEMS-WB, Section no. 42340",A,16
,,,,,,,,B,5
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,4
,,42350,Rhetoric And Writing,RHE, 330C,13-RHETORIC/DATA VISUALIZTN-WB,"RHE-330C: 13-RHETORIC/DATA VISUALIZTN-WB, Section no. 42350",A,18
,,,,,,,,B,4
,,,,,,,,D,1
,,,,,,,,Other,3
,,42360,Rhetoric And Writing,RHE, 330D,7-RHET INVENTD/REVISD/RETLD-WB,"RHE-330D: 7-RHET INVENTD/REVISD/RETLD-WB, Section no. 42360",A,10
,,,,,,,,B,7
,,,,,,,,C,1
,,,,,,,,Other,5
,,42364,Rhetoric And Writing,RHE, 330D,10-ARGUING WITH LIBERALS-WB,"RHE-330D: 10-ARGUING WITH LIBERALS-WB, Section no. 42364",A,24
,,,,,,,,B,2
,,,,,,,,Other,1
,,42365,Rhetoric And Writing,RHE, 330D,12-WOMEN'S RHET TRADITIONS-WB,"RHE-330D: 12-WOMEN'S RHET TRADITIONS-WB, Section no. 42365",A,16
,,,,,,,,B,4
,,,,,,,,Other,3
,,42369,Rhetoric And Writing,RHE, 330E,12-RHETORIC AND NARRATIVE-WB,"RHE-330E: 12-RHETORIC AND NARRATIVE-WB, Section no. 42369",A,14
,,,,,,,,B,9
,,,,,,,,Other,4
,,42370,Rhetoric And Writing,RHE, 330E,5-COMPARATIVE RHETORIC-WB,"RHE-330E: 5-COMPARATIVE RHETORIC-WB, Section no. 42370",A,9
,,,,,,,,B,2
,,,,,,,,C,2
,,,,,,,,Other,1
,,42375,Rhetoric And Writing,RHE, 330E,6-NONARGUMNTATV RHET IN ZEN-WB,"RHE-330E: 6-NONARGUMNTATV RHET IN ZEN-WB, Section no. 42375",A,3
,,,,,,,,B,5
,,,,,,,,Other,3
,,42380,Rhetoric And Writing,RHE, 330E,9-RHETORIC AND THE LAW-WB,"RHE-330E: 9-RHETORIC AND THE LAW-WB, Section no. 42380",A,18
,,,,,,,,B,4
,,,,,,,,Other,4
,,42460,"Russian, East European, And Eurasian Studies",REE, 301,INTRO RUS/E EUR/EURASN STDS-WB,"REE-301: INTRO RUS/E EUR/EURASN STDS-WB, Section no. 42460",A,11
,,,,,,,,B,9
,,,,,,,,C,6
,,,,,,,,D,2
,,,,,,,,F,2
,,,,,,,,Other,3
,,42465,"Russian, East European, And Eurasian Studies",REE, 302D,RUSSIAN ICONS/PROPAGANDA-WB,"REE-302D: RUSSIAN ICONS/PROPAGANDA-WB, Section no. 42465",A,13
,,,,,,,,B,1
,,,,,,,,Other,3
,,42470,"Russian, East European, And Eurasian Studies",REE, 325,36-WMN/RESSTNC CNTMP E EURO-WB,"REE-325: 36-WMN/RESSTNC CNTMP E EURO-WB, Section no. 42470",A,10
,,,,,,,,Other,2
,,42475,"Russian, East European, And Eurasian Studies",REE, 335,POLIT IDEOLOGIES/MANIFESTOS-WB,"REE-335: POLIT IDEOLOGIES/MANIFESTOS-WB, Section no. 42475",A,15
,,,,,,,,B,3
,,,,,,,,Other,6
,,42490,"Russian, East European, And Eurasian Studies",REE, 335,21-CAUSES OF WAR-WB,"REE-335: 21-CAUSES OF WAR-WB, Section no. 42490",A,8
,,,,,,,,B,2
,,42500,"Russian, East European, And Eurasian Studies",REE, 345,GLBL PERSP HLTH/ILL/INEQUAL-WB,"REE-345: GLBL PERSP HLTH/ILL/INEQUAL-WB, Section no. 42500",A,10
,,,,,,,,B,2
,,,,,,,,Other,1
,,42515,"Russian, East European, And Eurasian Studies",REE, 345,2-REGIONS/CULTRS OF EUROPE-WB,"REE-345: 2-REGIONS/CULTRS OF EUROPE-WB, Section no. 42515",A,12
,,,,,,,,B,2
,,,,,,,,Other,2
,,42765,Russian,RUS, 601C,INTENSIVE RUSSIAN I-WB,"RUS-601C: INTENSIVE RUSSIAN I-WB, Section no. 42765",A,11
,,,,,,,,B,1
,,,,,,,,Other,4
,,42780,Russian,RUS, 406,FIRST-YEAR RUSSIAN I-WB,"RUS-406: FIRST-YEAR RUSSIAN I-WB, Section no. 42780",A,10
,,,,,,,,B,6
,,,,,,,,C,4
,,,,,,,,Other,5
,,42785,Russian,RUS, 407,FIRST-YEAR RUSSIAN II-WB,"RUS-407: FIRST-YEAR RUSSIAN II-WB, Section no. 42785",A,6
,,,,,,,,B,1
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,3
,,42790,Russian,RUS, 412K,SECOND-YEAR RUSSIAN I-WB,"RUS-412K: SECOND-YEAR RUSSIAN I-WB, Section no. 42790",A,8
,,,,,,,,B,3
,,,,,,,,Other,1
,,42795,Russian,RUS, 322C,INTER RUSSIAN THRU CONVRSTN-WB,"RUS-322C: INTER RUSSIAN THRU CONVRSTN-WB, Section no. 42795",A,12
,,,,,,,,Other,3
,,42805,Russian,RUS, 326,RUSSIAN THRU GLOBAL DEBATE-WB,"RUS-326: RUSSIAN THRU GLOBAL DEBATE-WB, Section no. 42805",A,15
,,,,,,,,B,1
,,,,,,,,F,1
,,43020,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-HON,"SOC-302: INTRO TO STUDY OF SOCIETY-HON, Section no. 43020",A,7
,,,,,,,,B,4
,,43024,Sociology,SOC, 302,INTRO TO THE STUDY OF SOCIETY,"SOC-302: INTRO TO THE STUDY OF SOCIETY, Section no. 43024",A,39
,,,,,,,,B,17
,,,,,,,,C,5
,,,,,,,,Other,2
,,43025,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43025",A,23
,,,,,,,,B,6
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,Other,2
,,43030,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43030",A,20
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,3
,,43040,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43040",A,30
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,F,1
,,43045,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43045",A,19
,,,,,,,,B,6
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,2
,,43050,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43050",A,23
,,,,,,,,B,4
,,,,,,,,C,2
,,,,,,,,D,1
,,,,,,,,Other,1
,,43055,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43055",A,9
,,,,,,,,B,9
,,,,,,,,C,2
,,43060,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43060",A,23
,,,,,,,,B,7
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,1
,,43065,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43065",A,15
,,,,,,,,B,9
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,3
,,43070,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43070",A,20
,,,,,,,,B,7
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,1
,,43075,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43075",A,23
,,,,,,,,B,8
,,,,,,,,C,2
,,,,,,,,Other,2
,,43080,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43080",A,31
,,,,,,,,B,3
,,,,,,,,C,1
,,43085,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43085",A,32
,,,,,,,,C,2
,,,,,,,,Other,1
,,43090,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43090",A,32
,,,,,,,,C,1
,,,,,,,,Other,1
,,43095,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43095",A,29
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,Other,1
,,43100,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43100",A,33
,,,,,,,,B,1
,,,,,,,,Other,1
,,43110,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43110",A,22
,,,,,,,,B,2
,,,,,,,,D,1
,,,,,,,,Other,1
,,43120,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43120",A,30
,,,,,,,,B,2
,,,,,,,,C,2
,,,,,,,,Other,1
,,43125,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43125",A,15
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,1
,,43135,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43135",A,32
,,,,,,,,B,2
,,,,,,,,Other,1
,,43140,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43140",A,31
,,,,,,,,B,3
,,,,,,,,Other,1
,,43145,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43145",A,31
,,,,,,,,B,1
,,,,,,,,C,2
,,,,,,,,Other,1
,,43150,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43150",A,32
,,,,,,,,B,2
,,,,,,,,Other,1
,,43155,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43155",A,29
,,,,,,,,B,3
,,,,,,,,Other,3
,,43160,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43160",A,10
,,,,,,,,B,9
,,,,,,,,C,5
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,1
,,43165,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43165",A,30
,,,,,,,,B,3
,,43170,Sociology,SOC, 302,INTRO TO STUDY OF SOCIETY-WB,"SOC-302: INTRO TO STUDY OF SOCIETY-WB, Section no. 43170",A,16
,,,,,,,,B,6
,,,,,,,,C,1
,,,,,,,,Other,1
,,43175,Sociology,SOC, 302P,PHYSICAL ACTIVITY/SOCIETY-WB,"SOC-302P: PHYSICAL ACTIVITY/SOCIETY-WB, Section no. 43175",A,20
,,,,,,,,B,8
,,,,,,,,C,12
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,3
,,43184,Sociology,SOC, 307F,DIVERSITY IN AMER FAMILIES-WB,"SOC-307F: DIVERSITY IN AMER FAMILIES-WB, Section no. 43184",A,54
,,,,,,,,B,17
,,,,,,,,C,5
,,,,,,,,D,2
,,,,,,,,F,3
,,,,,,,,Other,5
,,43189,Sociology,SOC, 307L,GENDER/RACE/CLASS AMER SOC-WB,"SOC-307L: GENDER/RACE/CLASS AMER SOC-WB, Section no. 43189",A,61
,,,,,,,,B,17
,,,,,,,,C,2
,,,,,,,,F,2
,,,,,,,,Other,4
,,43195,Sociology,SOC, 308S,INTRO TO HEALTH & SOCIETY-WB,"SOC-308S: INTRO TO HEALTH & SOCIETY-WB, Section no. 43195",A,111
,,,,,,,,B,30
,,,,,,,,C,6
,,,,,,,,F,2
,,,,,,,,Other,10
,,43200,Sociology,SOC, 309C,CREATING SUSTAINABLE SOCTY,"SOC-309C: CREATING SUSTAINABLE SOCTY, Section no. 43200",A,36
,,,,,,,,B,18
,,,,,,,,C,6
,,,,,,,,D,1
,,,,,,,,Other,8
,,43205,Sociology,SOC, 317L,INTRO TO SOCIAL STATISTICS-WB,"SOC-317L: INTRO TO SOCIAL STATISTICS-WB, Section no. 43205",A,44
,,,,,,,,B,5
,,,,,,,,F,3
,,,,,,,,Other,7
,,43210,Sociology,SOC, 317L,INTRO TO SOCIAL STATISTICS-WB,"SOC-317L: INTRO TO SOCIAL STATISTICS-WB, Section no. 43210",A,11
,,,,,,,,B,10
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,Other,4
,,43215,Sociology,SOC, 319,INTRO TO SOCIAL DEMOGRAPHY,"SOC-319: INTRO TO SOCIAL DEMOGRAPHY, Section no. 43215",A,33
,,,,,,,,B,11
,,,,,,,,C,3
,,,,,,,,D,2
,,,,,,,,F,1
,,,,,,,,Other,8
,,43220,Sociology,SOC, 320C,CANCERLAND-WB,"SOC-320C: CANCERLAND-WB, Section no. 43220",A,10
,,,,,,,,B,1
,,,,,,,,F,1
,,43225,Sociology,SOC, 321G,GLOBAL HEALTH ISSUES/SYSTMS-WB,"SOC-321G: GLOBAL HEALTH ISSUES/SYSTMS-WB, Section no. 43225",A,11
,,,,,,,,B,2
,,,,,,,,C,4
,,,,,,,,D,1
,,,,,,,,Other,5
,,43235,Sociology,SOC, 321R,SOCIOLOGY OF RACE AND WORK-WB,"SOC-321R: SOCIOLOGY OF RACE AND WORK-WB, Section no. 43235",A,6
,,,,,,,,B,1
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,1
,,43245,Sociology,SOC, 322F,MENTAL HLTH IN SOCIAL CTXT-WB,"SOC-322F: MENTAL HLTH IN SOCIAL CTXT-WB, Section no. 43245",A,91
,,,,,,,,B,3
,,,,,,,,Other,1
,,43250,Sociology,SOC, 322J,ECONOMIC SOCIOLOGY OF HLTH-WB,"SOC-322J: ECONOMIC SOCIOLOGY OF HLTH-WB, Section no. 43250",A,13
,,,,,,,,B,2
,,,,,,,,Other,1
,,43255,Sociology,SOC, 322U,US IMMIGRATION-WB,"SOC-322U: US IMMIGRATION-WB, Section no. 43255",A,51
,,,,,,,,B,41
,,,,,,,,C,9
,,,,,,,,D,2
,,,,,,,,F,1
,,,,,,,,Other,4
,,43260,Sociology,SOC, 323,THE FAMILY-WB,"SOC-323: THE FAMILY-WB, Section no. 43260",A,34
,,,,,,,,B,12
,,,,,,,,C,2
,,,,,,,,D,3
,,,,,,,,F,2
,,,,,,,,Other,4
,,43265,Sociology,SOC, 323F,FOOD AND SOCIETY,"SOC-323F: FOOD AND SOCIETY, Section no. 43265",A,14
,,,,,,,,B,6
,,,,,,,,F,1
,,,,,,,,Other,2
,,43270,Sociology,SOC, 325K,CRIMINOLOGY,"SOC-325K: CRIMINOLOGY, Section no. 43270",A,50
,,,,,,,,B,10
,,,,,,,,C,1
,,,,,,,,Other,3
,,43275,Sociology,SOC, 325L,SOC OF CRIMINAL JUSTICE-WB,"SOC-325L: SOC OF CRIMINAL JUSTICE-WB, Section no. 43275",A,30
,,,,,,,,B,32
,,,,,,,,C,19
,,,,,,,,D,3
,,,,,,,,Other,15
,,43287,Sociology,SOC, 327M,SOCIAL RESEARCH METHODS-WB,"SOC-327M: SOCIAL RESEARCH METHODS-WB, Section no. 43287",A,9
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,5
,,43288,Sociology,SOC, 327M,SOCIAL RESEARCH METHODS-WB,"SOC-327M: SOCIAL RESEARCH METHODS-WB, Section no. 43288",A,16
,,,,,,,,B,4
,,,,,,,,F,2
,,,,,,,,Other,3
,,43291,Sociology,SOC, 330C,DEATH/DYING: SOCL PERSPCTVS-WB,"SOC-330C: DEATH/DYING: SOCL PERSPCTVS-WB, Section no. 43291",A,93
,,,,,,,,B,5
,,,,,,,,C,5
,,,,,,,,Other,6
,,43292,Sociology,SOC, 327M,SOCIAL RESEARCH METHODS,"SOC-327M: SOCIAL RESEARCH METHODS, Section no. 43292",A,3
,,,,,,,,B,6
,,,,,,,,C,5
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,3
,,43293,Sociology,SOC, 327M,SOCIAL RESEARCH METHODS-WB,"SOC-327M: SOCIAL RESEARCH METHODS-WB, Section no. 43293",A,11
,,,,,,,,B,11
,,,,,,,,C,5
,,,,,,,,Other,2
,,43294,Sociology,SOC, 327M,SOCIAL RESEARCH METHODS-WB,"SOC-327M: SOCIAL RESEARCH METHODS-WB, Section no. 43294",A,8
,,,,,,,,B,4
,,,,,,,,C,4
,,,,,,,,F,1
,,,,,,,,Other,3
,,43295,Sociology,SOC, 330P,SOCIOLOGY & SOCIAL PSYCHOL-WB,"SOC-330P: SOCIOLOGY & SOCIAL PSYCHOL-WB, Section no. 43295",A,43
,,,,,,,,B,24
,,,,,,,,C,8
,,,,,,,,D,3
,,,,,,,,F,1
,,,,,,,,Other,6
,,43300,Sociology,SOC, 333K,SOCIOLOGY OF GENDER-WB,"SOC-333K: SOCIOLOGY OF GENDER-WB, Section no. 43300",A,12
,,,,,,,,B,18
,,,,,,,,C,4
,,,,,,,,Other,10
,,43305,Sociology,SOC, 335,SOCIETY OF MODERN MEXICO-WB,"SOC-335: SOCIETY OF MODERN MEXICO-WB, Section no. 43305",A,32
,,,,,,,,B,29
,,,,,,,,Other,8
,,43310,Sociology,SOC, 336D,"RACE, CLASS, AND HEALTH-WB","SOC-336D: RACE, CLASS, AND HEALTH-WB, Section no. 43310",A,20
,,,,,,,,B,24
,,,,,,,,C,9
,,,,,,,,D,1
,,,,,,,,Other,7
,,43325,Sociology,SOC, 343,RELIGION AND SOCIETY,"SOC-343: RELIGION AND SOCIETY, Section no. 43325",A,38
,,,,,,,,B,16
,,,,,,,,C,2
,,,,,,,,Other,3
,,43354,Sociology,SOC, 369K,POPULATION AND SOCIETY,"SOC-369K: POPULATION AND SOCIETY, Section no. 43354",A,66
,,,,,,,,B,13
,,,,,,,,C,1
,,,,,,,,Other,2
,,43365,Sociology,SOC, 379M,SOCIOLOGICAL THEORY-WB,"SOC-379M: SOCIOLOGICAL THEORY-WB, Section no. 43365",A,28
,,,,,,,,B,12
,,,,,,,,C,6
,,,,,,,,D,3
,,,,,,,,Other,2
,,43370,Sociology,SOC, 379M,SOCIOLOGICAL THEORY-WB,"SOC-379M: SOCIOLOGICAL THEORY-WB, Section no. 43370",A,31
,,,,,,,,B,13
,,,,,,,,C,6
,,,,,,,,Other,2
,,43400,Sociology,SOC, 385K,SOCL STAT-DIS MULTIVAR MODS-WB,"SOC-385K: SOCL STAT-DIS MULTIVAR MODS-WB, Section no. 43400",A,7
,,,,,,,,B,3
,,,,,,,,Other,2
,,43410,Sociology,SOC, 387J,FUNDAMENTALS OF RSCH METHS-WB,"SOC-387J: FUNDAMENTALS OF RSCH METHS-WB, Section no. 43410",A,12
,,,,,,,,B,2
,,43460,Sociology,SOC, 394K,3-CLASSICAL SOCIAL THEORY-WB,"SOC-394K: 3-CLASSICAL SOCIAL THEORY-WB, Section no. 43460",A,15
,,,,,,,,B,2
,,43700,Portuguese,POR, 601D,FIRST-YEAR PORTUGUESE I-WB,"POR-601D: FIRST-YEAR PORTUGUESE I-WB, Section no. 43700",A,11
,,,,,,,,B,1
,,,,,,,,Other,2
,,43705,Portuguese,POR, 610D,FIRST-YEAR PORTUGUESE II-WB,"POR-610D: FIRST-YEAR PORTUGUESE II-WB, Section no. 43705",A,6
,,,,,,,,B,2
,,,,,,,,C,2
,,,,,,,,Other,2
,,43728,Portuguese,POR, 311J,POR CONVERSTN/CUL SPN SPKRS-WB,"POR-311J: POR CONVERSTN/CUL SPN SPKRS-WB, Section no. 43728",A,15
,,,,,,,,B,1
,,,,,,,,C,1
,,,,,,,,F,1
,,43729,Portuguese,POR, 314J,INTRMD WRIT/GRAMMR SPN SPKR-WB,"POR-314J: INTRMD WRIT/GRAMMR SPN SPKR-WB, Section no. 43729",A,13
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,F,1
,,43730,Portuguese,POR, 328C,INTRO TO LIT/CUL-WB,"POR-328C: INTRO TO LIT/CUL-WB, Section no. 43730",A,12
,,,,,,,,B,7
,,,,,,,,C,1
,,,,,,,,Other,2
,,43734,Portuguese,POR, 377C,TROPICAL BRAZIL-WB,"POR-377C: TROPICAL BRAZIL-WB, Section no. 43734",A,10
,,,,,,,,B,9
,,,,,,,,Other,2
,,43819,Portuguese Civilization,PRC, 320E,THE BRAZILIAN FRONTIER-WB,"PRC-320E: THE BRAZILIAN FRONTIER-WB, Section no. 43819",A,20
,,,,,,,,B,3
,,,,,,,,Other,2
,,43875,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43875",A,11
,,,,,,,,B,7
,,,,,,,,F,1
,,,,,,,,Other,4
,,43880,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43880",A,15
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,4
,,43885,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43885",A,16
,,,,,,,,B,6
,,,,,,,,C,2
,,,,,,,,Other,1
,,43890,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43890",A,13
,,,,,,,,B,5
,,,,,,,,C,2
,,,,,,,,Other,4
,,43895,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43895",A,15
,,,,,,,,B,6
,,,,,,,,C,2
,,,,,,,,Other,2
,,43900,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43900",A,20
,,,,,,,,B,5
,,43905,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43905",A,8
,,,,,,,,B,9
,,,,,,,,C,2
,,,,,,,,D,1
,,,,,,,,Other,3
,,43910,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43910",A,14
,,,,,,,,B,7
,,,,,,,,D,1
,,,,,,,,Other,3
,,43915,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43915",A,17
,,,,,,,,B,4
,,,,,,,,Other,2
,,43920,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43920",A,8
,,,,,,,,B,6
,,,,,,,,C,1
,,,,,,,,F,2
,,,,,,,,Other,4
,,43925,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43925",A,9
,,,,,,,,B,8
,,,,,,,,C,2
,,,,,,,,Other,4
,,43930,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43930",A,18
,,,,,,,,B,3
,,,,,,,,Other,3
,,43935,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43935",A,15
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,2
,,43940,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43940",A,15
,,,,,,,,B,3
,,,,,,,,C,2
,,,,,,,,D,1
,,,,,,,,Other,3
,,43945,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43945",A,16
,,,,,,,,B,5
,,,,,,,,C,2
,,43950,Spanish,SPN, 601D,FIRST-YEAR SPANISH I-WB,"SPN-601D: FIRST-YEAR SPANISH I-WB, Section no. 43950",A,16
,,,,,,,,B,4
,,,,,,,,Other,4
